company_id,industry,snapshot_date,p_default_6m,flagged,tier
CMP100272,Manufacturing,2026-08-31,0.0314,True,Watch
CMP102118,Manufacturing,2026-08-31,0.0314,True,Watch
CMP102937,Manufacturing,2026-08-31,0.0312,True,Watch
CMP100133,Retail,2026-08-31,0.0312,True,Watch
CMP100294,Pharma,2026-08-31,0.0312,True,Watch
CMP101646,Retail,2026-08-31,0.031,True,Watch
CMP102992,Retail,2026-08-31,0.031,True,Watch
CMP102426,Manufacturing,2026-08-31,0.031,True,Watch
CMP101801,Logistics,2026-08-31,0.031,True,Watch
CMP100632,Manufacturing,2026-08-31,0.0309,True,Watch
CMP100580,IT Services,2026-08-31,0.0309,True,Watch
CMP100755,Retail,2026-08-31,0.0309,True,Watch
CMP101782,Retail,2026-08-31,0.0308,True,Watch
CMP101941,IT Services,2026-08-31,0.0308,True,Watch
CMP102563,IT Services,2026-08-31,0.0308,True,Watch
CMP101609,IT Services,2026-08-31,0.0307,True,Watch
CMP101859,Retail,2026-08-31,0.0307,True,Watch
CMP101608,IT Services,2026-08-31,0.0307,True,Watch
CMP102203,Manufacturing,2026-08-31,0.0307,True,Watch
CMP102152,Construction,2026-08-31,0.0306,True,Watch
CMP101291,Construction,2026-08-31,0.0306,True,Watch
CMP100626,Pharma,2026-08-31,0.0305,True,Watch
CMP101623,Manufacturing,2026-08-31,0.0305,True,Watch
CMP101217,Logistics,2026-08-31,0.0304,True,Watch
CMP100150,Pharma,2026-08-31,0.0304,True,Watch
CMP102034,Manufacturing,2026-08-31,0.0304,True,Watch
CMP100461,Manufacturing,2026-08-31,0.0303,True,Watch
CMP101145,Retail,2026-08-31,0.0303,True,Watch
CMP101917,Construction,2026-08-31,0.0303,True,Watch
CMP102879,Manufacturing,2026-08-31,0.0303,True,Watch
CMP102460,Pharma,2026-08-31,0.0302,True,Watch
CMP102324,Retail,2026-08-31,0.0302,True,Watch
CMP101835,Manufacturing,2026-08-31,0.0302,True,Watch
CMP102476,Manufacturing,2026-08-31,0.0302,True,Watch
CMP101147,Pharma,2026-08-31,0.0301,True,Watch
CMP101117,Pharma,2026-08-31,0.0301,True,Watch
CMP100657,Retail,2026-08-31,0.0298,True,Watch
CMP101209,IT Services,2026-08-31,0.0298,True,Watch
CMP101875,Pharma,2026-08-31,0.0298,True,Watch
CMP102977,Construction,2026-08-31,0.0298,True,Watch
CMP100696,Construction,2026-08-31,0.0297,True,Watch
CMP102420,Manufacturing,2026-08-31,0.0297,True,Watch
CMP100405,Pharma,2026-08-31,0.0296,True,Watch
CMP102043,FMCG,2026-08-31,0.0296,True,Watch
CMP102208,Manufacturing,2026-08-31,0.0296,True,Watch
CMP100534,Manufacturing,2026-08-31,0.0296,True,Watch
CMP102280,IT Services,2026-08-31,0.0296,True,Watch
CMP102365,Construction,2026-08-31,0.0295,True,Watch
CMP102369,Logistics,2026-08-31,0.0295,True,Watch
CMP101051,Manufacturing,2026-08-31,0.0295,True,Watch
CMP102436,Logistics,2026-08-31,0.0294,True,Watch
CMP101540,Pharma,2026-08-31,0.0294,True,Watch
CMP102226,Construction,2026-08-31,0.0294,True,Watch
CMP101998,Pharma,2026-08-31,0.0293,True,Watch
CMP102865,Manufacturing,2026-08-31,0.0293,True,Watch
CMP102744,Retail,2026-08-31,0.0293,True,Watch
CMP102298,Manufacturing,2026-08-31,0.0293,True,Watch
CMP100926,Manufacturing,2026-08-31,0.0293,True,Watch
CMP101442,Manufacturing,2026-08-31,0.0293,True,Watch
CMP102941,Retail,2026-08-31,0.0292,True,Watch
CMP102583,Manufacturing,2026-08-31,0.0292,True,Watch
CMP100652,Construction,2026-08-31,0.0292,True,Watch
CMP102507,FMCG,2026-08-31,0.0292,True,Watch
CMP102645,FMCG,2026-08-31,0.029,True,Watch
CMP102615,IT Services,2026-08-31,0.029,True,Watch
CMP100094,Retail,2026-08-31,0.029,True,Watch
CMP102423,Manufacturing,2026-08-31,0.029,True,Watch
CMP100215,Construction,2026-08-31,0.0289,True,Watch
CMP101841,Logistics,2026-08-31,0.0288,True,Watch
CMP102283,Construction,2026-08-31,0.0288,True,Watch
CMP101240,Pharma,2026-08-31,0.0288,True,Watch
CMP100699,Retail,2026-08-31,0.0288,True,Watch
CMP100540,FMCG,2026-08-31,0.0288,True,Watch
CMP100936,FMCG,2026-08-31,0.0287,True,Watch
CMP102953,FMCG,2026-08-31,0.0287,True,Watch
CMP102023,Retail,2026-08-31,0.0287,True,Watch
CMP102653,Construction,2026-08-31,0.0285,True,Watch
CMP101660,Manufacturing,2026-08-31,0.0285,True,Watch
CMP102361,Manufacturing,2026-08-31,0.0284,True,Watch
CMP101210,Construction,2026-08-31,0.0284,True,Watch
CMP100303,IT Services,2026-08-31,0.0284,True,Watch
CMP100777,Manufacturing,2026-08-31,0.0284,True,Watch
CMP102533,Manufacturing,2026-08-31,0.0283,True,Watch
CMP101448,Logistics,2026-08-31,0.0283,True,Watch
CMP100514,Retail,2026-08-31,0.0283,True,Watch
CMP101292,Logistics,2026-08-31,0.0282,True,Watch
CMP100763,Manufacturing,2026-08-31,0.0282,True,Watch
CMP102631,IT Services,2026-08-31,0.0281,True,Watch
CMP102961,FMCG,2026-08-31,0.028,True,Watch
CMP101040,Manufacturing,2026-08-31,0.0279,True,Watch
CMP100217,Manufacturing,2026-08-31,0.0278,True,Watch
CMP100740,Manufacturing,2026-08-31,0.0277,True,Watch
CMP101464,Construction,2026-08-31,0.0277,True,Watch
CMP102654,IT Services,2026-08-31,0.0276,True,Watch
CMP100346,FMCG,2026-08-31,0.0276,True,Watch
CMP102146,Manufacturing,2026-08-31,0.0276,True,Watch
CMP100373,Retail,2026-08-31,0.0275,True,Watch
CMP102725,Construction,2026-08-31,0.0275,True,Watch
CMP100930,Retail,2026-08-31,0.0275,True,Watch
CMP100139,Manufacturing,2026-08-31,0.0275,True,Watch
CMP101628,Manufacturing,2026-08-31,0.0275,True,Watch
CMP100021,Retail,2026-08-31,0.0275,True,Watch
CMP100326,Pharma,2026-08-31,0.0275,True,Watch
CMP102777,IT Services,2026-08-31,0.0274,True,Watch
CMP102915,Manufacturing,2026-08-31,0.0274,True,Watch
CMP101142,Pharma,2026-08-31,0.0274,True,Watch
CMP100087,IT Services,2026-08-31,0.0274,True,Watch
CMP101539,IT Services,2026-08-31,0.0273,True,Watch
CMP101329,Manufacturing,2026-08-31,0.0273,True,Watch
CMP102147,FMCG,2026-08-31,0.0273,True,Watch
CMP100057,Logistics,2026-08-31,0.0272,True,Watch
CMP100883,IT Services,2026-08-31,0.0272,True,Watch
CMP102687,Construction,2026-08-31,0.0272,True,Watch
CMP102672,IT Services,2026-08-31,0.0271,True,Watch
CMP100800,Construction,2026-08-31,0.027,True,Watch
CMP102614,Retail,2026-08-31,0.0269,True,Watch
CMP102951,Construction,2026-08-31,0.0269,True,Watch
CMP100510,Manufacturing,2026-08-31,0.0269,True,Watch
CMP101385,Manufacturing,2026-08-31,0.0268,True,Watch
CMP100504,Logistics,2026-08-31,0.0267,True,Watch
CMP100749,Pharma,2026-08-31,0.0267,True,Watch
CMP102575,Logistics,2026-08-31,0.0267,True,Watch
CMP101812,Construction,2026-08-31,0.0267,True,Watch
CMP100413,FMCG,2026-08-31,0.0266,True,Watch
CMP101977,FMCG,2026-08-31,0.0266,True,Watch
CMP100875,FMCG,2026-08-31,0.0266,True,Watch
CMP101177,Retail,2026-08-31,0.0266,True,Watch
CMP100952,Retail,2026-08-31,0.0266,True,Watch
CMP101397,FMCG,2026-08-31,0.0265,True,Watch
CMP100186,IT Services,2026-08-31,0.0265,True,Watch
CMP101027,Retail,2026-08-31,0.0265,True,Watch
CMP101091,Construction,2026-08-31,0.0265,True,Watch
CMP100276,Retail,2026-08-31,0.0265,True,Watch
CMP101733,Retail,2026-08-31,0.0265,True,Watch
CMP100081,IT Services,2026-08-31,0.0264,True,Watch
CMP102123,Manufacturing,2026-08-31,0.0264,True,Watch
CMP101126,IT Services,2026-08-31,0.0264,True,Watch
CMP100117,Construction,2026-08-31,0.0264,True,Watch
CMP101643,Manufacturing,2026-08-31,0.0263,True,Watch
CMP101386,Construction,2026-08-31,0.0263,True,Watch
CMP102704,Construction,2026-08-31,0.0263,True,Watch
CMP100794,Manufacturing,2026-08-31,0.0263,True,Watch
CMP100009,IT Services,2026-08-31,0.0262,True,Watch
CMP102906,FMCG,2026-08-31,0.0262,True,Watch
CMP102222,IT Services,2026-08-31,0.0262,True,Watch
CMP100994,FMCG,2026-08-31,0.0262,True,Watch
CMP101689,IT Services,2026-08-31,0.0262,True,Watch
CMP101905,IT Services,2026-08-31,0.0262,True,Watch
CMP100520,Pharma,2026-08-31,0.0261,True,Watch
CMP102784,Manufacturing,2026-08-31,0.026,True,Watch
CMP101404,Manufacturing,2026-08-31,0.026,True,Watch
CMP101063,Logistics,2026-08-31,0.026,True,Watch
CMP102510,IT Services,2026-08-31,0.026,True,Watch
CMP102578,Manufacturing,2026-08-31,0.0259,True,Watch
CMP102625,IT Services,2026-08-31,0.0259,True,Watch
CMP102175,Logistics,2026-08-31,0.0259,True,Watch
CMP101667,Retail,2026-08-31,0.0259,True,Watch
CMP100601,Construction,2026-08-31,0.0258,True,Watch
CMP102201,FMCG,2026-08-31,0.0258,True,Watch
CMP100921,Pharma,2026-08-31,0.0258,True,Watch
CMP101235,Manufacturing,2026-08-31,0.0257,True,Watch
CMP102531,Logistics,2026-08-31,0.0257,True,Watch
CMP102545,IT Services,2026-08-31,0.0257,True,Watch
CMP101345,Logistics,2026-08-31,0.0256,True,Watch
CMP100378,IT Services,2026-08-31,0.0256,True,Watch
CMP102443,Logistics,2026-08-31,0.0256,True,Watch
CMP102839,Manufacturing,2026-08-31,0.0256,True,Watch
CMP100805,Manufacturing,2026-08-31,0.0255,True,Watch
CMP102207,IT Services,2026-08-31,0.0255,True,Watch
CMP102869,Manufacturing,2026-08-31,0.0254,True,Watch
CMP100851,Manufacturing,2026-08-31,0.0254,True,Watch
CMP101651,Retail,2026-08-31,0.0254,True,Watch
CMP102486,Construction,2026-08-31,0.0254,True,Watch
CMP101795,Retail,2026-08-31,0.0253,True,Watch
CMP100344,Pharma,2026-08-31,0.0252,True,Watch
CMP102998,FMCG,2026-08-31,0.0251,True,Watch
CMP101911,Manufacturing,2026-08-31,0.0251,True,Watch
CMP102970,IT Services,2026-08-31,0.025,True,Watch
CMP100895,FMCG,2026-08-31,0.025,True,Watch
CMP101116,Manufacturing,2026-08-31,0.025,True,Watch
CMP101691,FMCG,2026-08-31,0.025,True,Watch
CMP101300,Manufacturing,2026-08-31,0.025,True,Watch
CMP100357,Pharma,2026-08-31,0.025,True,Watch
CMP102932,Logistics,2026-08-31,0.025,True,Watch
CMP101073,FMCG,2026-08-31,0.0249,True,Watch
CMP101531,Manufacturing,2026-08-31,0.0249,True,Watch
CMP102814,Manufacturing,2026-08-31,0.0249,True,Watch
CMP102193,Manufacturing,2026-08-31,0.0248,True,Watch
CMP100773,Pharma,2026-08-31,0.0248,True,Watch
CMP101788,Pharma,2026-08-31,0.0248,True,Watch
CMP102166,FMCG,2026-08-31,0.0247,True,Watch
CMP102858,Construction,2026-08-31,0.0247,True,Watch
CMP100184,Construction,2026-08-31,0.0247,True,Watch
CMP101843,FMCG,2026-08-31,0.0247,True,Watch
CMP102686,Retail,2026-08-31,0.0246,True,Watch
CMP102211,IT Services,2026-08-31,0.0246,True,Watch
CMP100010,IT Services,2026-08-31,0.0246,True,Watch
CMP102171,Retail,2026-08-31,0.0245,True,Watch
CMP101133,Construction,2026-08-31,0.0245,True,Watch
CMP102156,Manufacturing,2026-08-31,0.0245,True,Watch
CMP100902,Manufacturing,2026-08-31,0.0245,True,Watch
CMP100961,IT Services,2026-08-31,0.0244,True,Watch
CMP102430,Pharma,2026-08-31,0.0244,True,Watch
CMP101960,Logistics,2026-08-31,0.0243,True,Watch
CMP101498,Retail,2026-08-31,0.0242,True,Watch
CMP102331,IT Services,2026-08-31,0.0242,True,Watch
CMP100885,IT Services,2026-08-31,0.0242,True,Watch
CMP102884,Logistics,2026-08-31,0.0242,True,Watch
CMP101816,Construction,2026-08-31,0.0242,True,Watch
CMP101809,Manufacturing,2026-08-31,0.0241,True,Watch
CMP100154,Manufacturing,2026-08-31,0.0241,True,Watch
CMP100606,Pharma,2026-08-31,0.0241,True,Watch
CMP101532,Logistics,2026-08-31,0.0241,True,Watch
CMP101202,Pharma,2026-08-31,0.024,True,Watch
CMP102459,Logistics,2026-08-31,0.024,True,Watch
CMP101075,Retail,2026-08-31,0.0239,True,Watch
CMP101409,Construction,2026-08-31,0.0239,True,Watch
CMP102404,Pharma,2026-08-31,0.0238,True,Watch
CMP100806,Construction,2026-08-31,0.0238,True,Watch
CMP100254,Retail,2026-08-31,0.0238,True,Watch
CMP102090,Retail,2026-08-31,0.0238,True,Watch
CMP102060,FMCG,2026-08-31,0.0237,True,Watch
CMP100762,Manufacturing,2026-08-31,0.0237,True,Watch
CMP101852,IT Services,2026-08-31,0.0237,True,Watch
CMP102826,IT Services,2026-08-31,0.0236,True,Watch
CMP100862,Pharma,2026-08-31,0.0236,True,Watch
CMP100397,Retail,2026-08-31,0.0236,True,Watch
CMP102662,IT Services,2026-08-31,0.0236,True,Watch
CMP100660,Retail,2026-08-31,0.0236,True,Watch
CMP101957,Manufacturing,2026-08-31,0.0235,True,Watch
CMP100416,Manufacturing,2026-08-31,0.0235,True,Watch
CMP100157,Construction,2026-08-31,0.0235,True,Watch
CMP102223,Manufacturing,2026-08-31,0.0235,True,Watch
CMP102811,Pharma,2026-08-31,0.0234,True,Watch
CMP102982,Manufacturing,2026-08-31,0.0234,True,Watch
CMP101516,Manufacturing,2026-08-31,0.0234,True,Watch
CMP102318,IT Services,2026-08-31,0.0234,True,Watch
CMP102095,Retail,2026-08-31,0.0233,True,Watch
CMP100012,Construction,2026-08-31,0.0232,True,Watch
CMP100218,FMCG,2026-08-31,0.0232,True,Watch
CMP100532,IT Services,2026-08-31,0.0231,True,Watch
CMP100649,Manufacturing,2026-08-31,0.0231,True,Watch
CMP102594,Retail,2026-08-31,0.0231,True,Watch
CMP100905,Construction,2026-08-31,0.0231,True,Watch
CMP100592,Retail,2026-08-31,0.023,True,Watch
CMP101603,Pharma,2026-08-31,0.023,True,Watch
CMP100100,FMCG,2026-08-31,0.023,True,Watch
CMP101545,IT Services,2026-08-31,0.023,True,Watch
CMP100991,Construction,2026-08-31,0.023,True,Watch
CMP100338,Manufacturing,2026-08-31,0.023,True,Watch
CMP101769,Pharma,2026-08-31,0.023,True,Watch
CMP101378,Logistics,2026-08-31,0.023,True,Watch
CMP100347,Retail,2026-08-31,0.0229,True,Watch
CMP101119,FMCG,2026-08-31,0.0229,True,Watch
CMP102688,Retail,2026-08-31,0.0228,True,Watch
CMP102627,Retail,2026-08-31,0.0228,True,Watch
CMP102214,FMCG,2026-08-31,0.0228,True,Watch
CMP100452,Construction,2026-08-31,0.0227,True,Watch
CMP102549,Retail,2026-08-31,0.0227,True,Watch
CMP100983,IT Services,2026-08-31,0.0227,True,Watch
CMP100999,Retail,2026-08-31,0.0226,True,Watch
CMP102228,Manufacturing,2026-08-31,0.0226,True,Watch
CMP101495,Logistics,2026-08-31,0.0225,True,Watch
CMP102323,Manufacturing,2026-08-31,0.0225,True,Watch
CMP102842,IT Services,2026-08-31,0.0225,True,Watch
CMP100315,Retail,2026-08-31,0.0225,True,Watch
CMP102234,Construction,2026-08-31,0.0225,True,Watch
CMP101277,Manufacturing,2026-08-31,0.0224,True,Watch
CMP101170,IT Services,2026-08-31,0.0224,True,Watch
CMP102702,IT Services,2026-08-31,0.0224,True,Watch
CMP102085,Retail,2026-08-31,0.0224,True,Watch
CMP100249,IT Services,2026-08-31,0.0223,True,Watch
CMP102922,Manufacturing,2026-08-31,0.0223,True,Watch
CMP100575,IT Services,2026-08-31,0.0223,True,Watch
CMP100882,FMCG,2026-08-31,0.0223,True,Watch
CMP101081,FMCG,2026-08-31,0.0223,True,Watch
CMP100838,IT Services,2026-08-31,0.0222,True,Watch
CMP101868,Logistics,2026-08-31,0.0222,True,Watch
CMP102837,Retail,2026-08-31,0.0222,True,Watch
CMP102016,Retail,2026-08-31,0.0222,True,Watch
CMP102733,Retail,2026-08-31,0.0221,True,Watch
CMP102832,IT Services,2026-08-31,0.0221,True,Watch
CMP101766,FMCG,2026-08-31,0.0221,True,Watch
CMP102425,Construction,2026-08-31,0.0221,True,Watch
CMP101179,Manufacturing,2026-08-31,0.0221,True,Watch
CMP101336,Manufacturing,2026-08-31,0.0221,True,Watch
CMP100853,FMCG,2026-08-31,0.022,True,Watch
CMP102824,FMCG,2026-08-31,0.022,True,Watch
CMP100985,FMCG,2026-08-31,0.022,True,Watch
CMP101408,Pharma,2026-08-31,0.022,True,Watch
CMP102763,Retail,2026-08-31,0.022,True,Watch
CMP102955,Retail,2026-08-31,0.0219,True,Watch
CMP102075,Logistics,2026-08-31,0.0219,True,Watch
CMP100423,Manufacturing,2026-08-31,0.0219,True,Watch
CMP101064,Retail,2026-08-31,0.0219,True,Watch
CMP101265,Pharma,2026-08-31,0.0219,True,Watch
CMP100038,Retail,2026-08-31,0.0219,True,Watch
CMP101634,FMCG,2026-08-31,0.0219,True,Watch
CMP100766,Manufacturing,2026-08-31,0.0218,True,Watch
CMP101583,Retail,2026-08-31,0.0218,True,Watch
CMP102747,Manufacturing,2026-08-31,0.0218,True,Watch
CMP101052,Retail,2026-08-31,0.0217,True,Watch
CMP102802,Manufacturing,2026-08-31,0.0217,True,Watch
CMP101372,IT Services,2026-08-31,0.0216,True,Watch
CMP100659,IT Services,2026-08-31,0.0216,True,Watch
CMP102269,Pharma,2026-08-31,0.0216,True,Watch
CMP102084,Construction,2026-08-31,0.0215,True,Watch
CMP102896,FMCG,2026-08-31,0.0215,True,Watch
CMP101557,IT Services,2026-08-31,0.0215,True,Watch
CMP100404,FMCG,2026-08-31,0.0215,True,Watch
CMP102632,FMCG,2026-08-31,0.0215,True,Watch
CMP102260,Construction,2026-08-31,0.0214,True,Watch
CMP100615,Construction,2026-08-31,0.0213,True,Watch
CMP102044,FMCG,2026-08-31,0.0213,True,Watch
CMP101028,Construction,2026-08-31,0.0213,True,Watch
CMP101856,Retail,2026-08-31,0.0212,True,Watch
CMP101718,Construction,2026-08-31,0.0212,True,Watch
CMP100578,Pharma,2026-08-31,0.0211,True,Watch
CMP100893,Manufacturing,2026-08-31,0.0211,True,Watch
CMP101475,IT Services,2026-08-31,0.0211,True,Watch
CMP102764,Manufacturing,2026-08-31,0.0211,True,Watch
CMP102103,FMCG,2026-08-31,0.021,True,Watch
CMP101893,Manufacturing,2026-08-31,0.021,True,Watch
CMP102746,Manufacturing,2026-08-31,0.021,True,Watch
CMP100183,Retail,2026-08-31,0.021,True,Watch
CMP102396,Retail,2026-08-31,0.0209,True,Watch
CMP101106,Manufacturing,2026-08-31,0.0209,True,Watch
CMP102107,FMCG,2026-08-31,0.0209,True,Watch
CMP101983,Retail,2026-08-31,0.0208,True,Watch
CMP100028,Manufacturing,2026-08-31,0.0208,True,Watch
CMP100091,Construction,2026-08-31,0.0208,True,Watch
CMP101752,FMCG,2026-08-31,0.0207,True,Watch
CMP101121,Manufacturing,2026-08-31,0.0207,True,Watch
CMP100847,Construction,2026-08-31,0.0207,True,Watch
CMP102637,Manufacturing,2026-08-31,0.0207,True,Watch
CMP101137,IT Services,2026-08-31,0.0207,True,Watch
CMP102056,FMCG,2026-08-31,0.0207,True,Watch
CMP101546,Retail,2026-08-31,0.0206,True,Watch
CMP102773,Manufacturing,2026-08-31,0.0206,True,Watch
CMP101337,Logistics,2026-08-31,0.0206,True,Watch
CMP102754,FMCG,2026-08-31,0.0206,True,Watch
CMP101163,Manufacturing,2026-08-31,0.0205,True,Watch
CMP102603,Construction,2026-08-31,0.0205,True,Watch
CMP101414,Manufacturing,2026-08-31,0.0205,True,Watch
CMP102373,Retail,2026-08-31,0.0205,True,Watch
CMP102762,Manufacturing,2026-08-31,0.0205,True,Watch
CMP101621,IT Services,2026-08-31,0.0205,True,Watch
CMP100531,Construction,2026-08-31,0.0205,True,Watch
CMP100974,Retail,2026-08-31,0.0205,True,Watch
CMP102821,Construction,2026-08-31,0.0205,True,Watch
CMP101511,Manufacturing,2026-08-31,0.0204,True,Watch
CMP101355,Manufacturing,2026-08-31,0.0204,True,Watch
CMP100744,IT Services,2026-08-31,0.0204,True,Watch
CMP101982,Pharma,2026-08-31,0.0203,True,Watch
CMP101890,Retail,2026-08-31,0.0203,True,Watch
CMP100495,Logistics,2026-08-31,0.0203,True,Watch
CMP101696,Manufacturing,2026-08-31,0.0203,True,Watch
CMP100573,Construction,2026-08-31,0.0203,True,Watch
CMP100400,Retail,2026-08-31,0.0203,True,Watch
CMP100719,FMCG,2026-08-31,0.0203,True,Watch
CMP100011,FMCG,2026-08-31,0.0202,True,Watch
CMP102264,Logistics,2026-08-31,0.0202,True,Watch
CMP102490,FMCG,2026-08-31,0.0202,True,Watch
CMP102267,IT Services,2026-08-31,0.0201,True,Watch
CMP101940,Retail,2026-08-31,0.0201,True,Watch
CMP101741,Retail,2026-08-31,0.0201,True,Watch
CMP101764,Manufacturing,2026-08-31,0.0201,True,Watch
CMP102601,Construction,2026-08-31,0.0201,True,Watch
CMP102892,Logistics,2026-08-31,0.0201,True,Watch
CMP100833,Construction,2026-08-31,0.0201,True,Watch
CMP101895,Manufacturing,2026-08-31,0.02,True,Watch
CMP102580,Manufacturing,2026-08-31,0.02,True,Watch
CMP102439,Construction,2026-08-31,0.02,True,Watch
CMP101510,Manufacturing,2026-08-31,0.02,True,Watch
CMP102559,Manufacturing,2026-08-31,0.02,True,Watch
CMP100631,Pharma,2026-08-31,0.02,True,Watch
CMP101937,Logistics,2026-08-31,0.0199,True,Watch
CMP100704,Retail,2026-08-31,0.0199,True,Watch
CMP101302,Construction,2026-08-31,0.0199,True,Watch
CMP101226,IT Services,2026-08-31,0.0199,True,Watch
CMP100383,IT Services,2026-08-31,0.0198,True,Watch
CMP101434,Manufacturing,2026-08-31,0.0198,True,Watch
CMP101218,Construction,2026-08-31,0.0198,True,Watch
CMP100161,FMCG,2026-08-31,0.0198,True,Watch
CMP101159,Construction,2026-08-31,0.0198,True,Watch
CMP102012,Manufacturing,2026-08-31,0.0197,True,Watch
CMP101892,Logistics,2026-08-31,0.0197,True,Watch
CMP101854,Pharma,2026-08-31,0.0197,True,Watch
CMP101734,Pharma,2026-08-31,0.0197,True,Watch
CMP100820,Manufacturing,2026-08-31,0.0197,True,Watch
CMP101166,Pharma,2026-08-31,0.0197,True,Watch
CMP102380,Pharma,2026-08-31,0.0196,True,Watch
CMP102668,Logistics,2026-08-31,0.0196,True,Watch
CMP101923,Retail,2026-08-31,0.0196,True,Watch
CMP102045,Manufacturing,2026-08-31,0.0196,True,Watch
CMP101224,Manufacturing,2026-08-31,0.0195,True,Watch
CMP102509,Construction,2026-08-31,0.0195,True,Watch
CMP100433,Pharma,2026-08-31,0.0194,True,Watch
CMP102063,Manufacturing,2026-08-31,0.0194,True,Watch
CMP102170,IT Services,2026-08-31,0.0194,True,Watch
CMP100849,FMCG,2026-08-31,0.0194,True,Watch
CMP100192,Manufacturing,2026-08-31,0.0193,True,Watch
CMP102635,IT Services,2026-08-31,0.0193,True,Watch
CMP102387,Manufacturing,2026-08-31,0.0193,True,Watch
CMP102279,Construction,2026-08-31,0.0192,True,Watch
CMP100199,Retail,2026-08-31,0.0192,True,Watch
CMP101410,Pharma,2026-08-31,0.0191,True,Watch
CMP100407,Pharma,2026-08-31,0.0191,True,Watch
CMP101200,Logistics,2026-08-31,0.0191,True,Watch
CMP102254,FMCG,2026-08-31,0.0191,True,Watch
CMP102835,Construction,2026-08-31,0.019,True,Watch
CMP100262,Retail,2026-08-31,0.019,True,Watch
CMP101396,Logistics,2026-08-31,0.019,True,Watch
CMP100790,Manufacturing,2026-08-31,0.019,True,Watch
CMP102663,Retail,2026-08-31,0.019,True,Watch
CMP101575,Retail,2026-08-31,0.019,True,Watch
CMP100029,Construction,2026-08-31,0.0189,True,Watch
CMP101645,IT Services,2026-08-31,0.0189,True,Watch
CMP101577,Pharma,2026-08-31,0.0189,True,Watch
CMP102408,Retail,2026-08-31,0.0189,True,Watch
CMP100881,Logistics,2026-08-31,0.0188,True,Watch
CMP101015,Manufacturing,2026-08-31,0.0188,True,Watch
CMP101995,Construction,2026-08-31,0.0188,True,Watch
CMP100929,Construction,2026-08-31,0.0188,True,Watch
CMP102629,Retail,2026-08-31,0.0187,True,Watch
CMP101883,Construction,2026-08-31,0.0187,True,Watch
CMP102657,Logistics,2026-08-31,0.0187,True,Watch
CMP101762,Manufacturing,2026-08-31,0.0187,True,Watch
CMP102104,Logistics,2026-08-31,0.0187,True,Watch
CMP102582,Manufacturing,2026-08-31,0.0187,True,Watch
CMP102278,Pharma,2026-08-31,0.0187,True,Watch
CMP100714,Pharma,2026-08-31,0.0187,True,Watch
CMP100662,Manufacturing,2026-08-31,0.0187,True,Watch
CMP101552,Retail,2026-08-31,0.0187,True,Watch
CMP101536,Pharma,2026-08-31,0.0187,True,Watch
CMP102132,FMCG,2026-08-31,0.0186,True,Watch
CMP102003,Construction,2026-08-31,0.0186,True,Watch
CMP101796,Logistics,2026-08-31,0.0186,True,Watch
CMP101598,Pharma,2026-08-31,0.0186,True,Watch
CMP101574,Manufacturing,2026-08-31,0.0186,True,Watch
CMP101173,Construction,2026-08-31,0.0186,True,Watch
CMP100128,Manufacturing,2026-08-31,0.0186,True,Watch
CMP100603,Construction,2026-08-31,0.0185,True,Watch
CMP102182,Pharma,2026-08-31,0.0185,True,Watch
CMP100674,Logistics,2026-08-31,0.0185,True,Watch
CMP101587,Logistics,2026-08-31,0.0185,True,Watch
CMP102159,Manufacturing,2026-08-31,0.0185,True,Watch
CMP101781,Pharma,2026-08-31,0.0185,True,Watch
CMP101830,IT Services,2026-08-31,0.0185,True,Watch
CMP100238,Manufacturing,2026-08-31,0.0185,True,Watch
CMP100275,IT Services,2026-08-31,0.0185,True,Watch
CMP101887,Manufacturing,2026-08-31,0.0184,True,Watch
CMP100335,Logistics,2026-08-31,0.0184,True,Watch
CMP101679,Logistics,2026-08-31,0.0183,True,Watch
CMP100146,Retail,2026-08-31,0.0183,True,Watch
CMP102320,Manufacturing,2026-08-31,0.0183,True,Watch
CMP100980,FMCG,2026-08-31,0.0183,True,Watch
CMP102082,Construction,2026-08-31,0.0183,True,Watch
CMP100577,Logistics,2026-08-31,0.0183,True,Watch
CMP102313,Manufacturing,2026-08-31,0.0182,True,Watch
CMP100943,IT Services,2026-08-31,0.0182,True,Watch
CMP100560,Manufacturing,2026-08-31,0.0181,True,Watch
CMP101261,IT Services,2026-08-31,0.0181,True,Watch
CMP100549,IT Services,2026-08-31,0.0181,True,Watch
CMP101652,Retail,2026-08-31,0.0181,True,Watch
CMP102167,IT Services,2026-08-31,0.018,True,Watch
CMP100429,Pharma,2026-08-31,0.018,True,Watch
CMP101747,Logistics,2026-08-31,0.018,True,Watch
CMP100307,Logistics,2026-08-31,0.018,True,Watch
CMP101959,Logistics,2026-08-31,0.018,True,Watch
CMP102519,Manufacturing,2026-08-31,0.018,True,Watch
CMP102737,Logistics,2026-08-31,0.018,True,Watch
CMP100216,Manufacturing,2026-08-31,0.018,True,Watch
CMP100614,Retail,2026-08-31,0.018,True,Watch
CMP100331,Manufacturing,2026-08-31,0.0179,True,Watch
CMP102230,Retail,2026-08-31,0.0179,True,Watch
CMP102187,Logistics,2026-08-31,0.0179,True,Watch
CMP100494,Pharma,2026-08-31,0.0179,True,Watch
CMP100801,Retail,2026-08-31,0.0179,True,Watch
CMP100053,Construction,2026-08-31,0.0179,True,Watch
